CustomerID,CustomerName,Gender,Age,City,Region,Segment
C0087,Customer 0087,Male,65,Ranchi,East,Small Business
C0088,Customer 0088,Male,43,Lucknow,North,Consumer
C0089,Customer 0089,Male,64,Chandigarh,North,Small Business
C0090,Customer 0090,Female,22,Lucknow,North,Small Business
C0091,Customer 0091,Female,28,Bhubaneswar,East,Small Business
C0092,Customer 0092,Female,40,Gurugram,North,Consumer
C0093,Customer 0093,Female,34,Delhi,North,Corporate
C0094,Customer 0094,Male,60,Ahmedabad,West,Consumer
C0095,Customer 0095,Female,36,Mysuru,South,Consumer
C0096,Customer 0096,Female,63,Delhi,North,Consumer
C0097,Customer 0097,Male,21,Delhi,North,Small Business
C0098,Customer 0098,Male,53,Patna,East,Consumer
C0099,Customer 0099,Female,52,Pune,West,Small Business
C0100,Customer 0100,Male,31,Delhi,North,Consumer
C0101,Customer 0101,Female,33,Indore,Central,Small Business
C0102,Customer 0102,Female,38,Surat,West,Consumer
C0103,Customer 0103,Male,26,Ranchi,East,Consumer
C0104,Customer 0104,Male,18,Chandigarh,North,Small Business
C0105,Customer 0105,Male,32,Indore,Central,Corporate
C0106,Customer 0106,Female,54,Ranchi,East,Corporate
C0107,Customer 0107,Male,59,Ahmedabad,West,Small Business
C0108,Customer 0108,Female,22,Delhi,North,Small Business
C0109,Customer 0109,Male,38,Bhubaneswar,East,Consumer
C0110,Customer 0110,Female,21,Chennai,South,Corporate
C0111,Customer 0111,Male,24,Indore,Central,Corporate
C0112,Customer 0112,Female,33,Bengaluru,South,Small Business
C0113,Customer 0113,Male,64,Bengaluru,South,Small Business
C0114,Customer 0114,Male,46,Surat,West,Corporate
C0115,Customer 0115,Female,58,Gurugram,North,Consumer
C0116,Customer 0116,Male,53,Mysuru,South,Corporate
C0117,Customer 0117,Female,25,Delhi,North,Corporate
C0118,Customer 0118,Female,53,Lucknow,North,Small Business
C0119,Customer 0119,Male,48,Ahmedabad,West,Small Business
C0120,Customer 0120,Male,49,Bhubaneswar,East,Consumer
C0121,Customer 0121,Female,30,Chandigarh,North,Small Business
C0122,Customer 0122,Male,34,Surat,West,Corporate
C0123,Customer 0123,Female,62,Kolkata,East,Small Business
C0124,Customer 0124,Female,31,Kolkata,East,Corporate
C0125,Customer 0125,Male,62,Gurugram,North,Corporate
C0126,Customer 0126,Female,64,Gurugram,North,Small Business
C0127,Customer 0127,Male,43,Chandigarh,North,Consumer
C0128,Customer 0128,Male,65,Chandigarh,North,Small Business
C0129,Customer 0129,Female,64,Bhubaneswar,East,Consumer
C0130,Customer 0130,Male,40,Patna,East,Corporate
C0131,Customer 0131,Male,27,Pune,West,Small Business
C0132,Customer 0132,Male,62,Mumbai,West,Consumer
C0133,Customer 0133,Female,46,Ranchi,East,Consumer
C0134,Customer 0134,Male,45,Lucknow,North,Consumer
C0135,Customer 0135,Male,43,Surat,West,Consumer
C0136,Customer 0136,Male,27,Mysuru,South,Consumer
C0137,Customer 0137,Male,38,Bhubaneswar,East,Corporate
C0138,Customer 0138,Female,56,Bengaluru,South,Corporate
C0139,Customer 0139,Male,65,Bhubaneswar,East,Corporate
C0140,Customer 0140,Female,56,Mysuru,South,Small Business
C0141,Customer 0141,Male,41,Bengaluru,South,Consumer
C0142,Customer 0142,Male,28,Patna,East,Consumer
C0143,Customer 0143,Female,63,Hyderabad,South,Corporate
C0144,Customer 0144,Male,18,Chandigarh,North,Corporate
C0145,Customer 0145,Female,60,Ranchi,East,Consumer
C0146,Customer 0146,Female,23,Noida,North,Consumer
C0147,Customer 0147,Female,51,Ahmedabad,West,Consumer
C0148,Customer 0148,Female,56,Bhubaneswar,East,Small Business
C0149,Customer 0149,Female,33,Jaipur,North,Small Business
C0150,Customer 0150,Female,48,Chennai,South,Corporate
C0151,Customer 0151,Female,53,Hyderabad,South,Consumer
C0152,Customer 0152,Female,33,Bhubaneswar,East,Corporate
C0153,Customer 0153,Female,58,Indore,Central,Corporate
C0154,Customer 0154,Male,50,Kolkata,East,Corporate
C0155,Customer 0155,Male,20,Jaipur,North,Consumer
C0156,Customer 0156,Male,25,Ahmedabad,West,Corporate
C0157,Customer 0157,Male,34,Hyderabad,South,Corporate
C0158,Customer 0158,Male,53,Bengaluru,South,Consumer
C0159,Customer 0159,Male,26,Ahmedabad,West,Small Business
C0160,Customer 0160,Male,56,Jaipur,North,Small Business
C0161,Customer 0161,Female,59,Kochi,South,Corporate
C0162,Customer 0162,Male,40,Kolkata,East,Corporate
C0163,Customer 0163,Female,41,Indore,Central,Corporate
C0164,Customer 0164,Female,44,Jaipur,North,Corporate
C0165,Customer 0165,Female,21,Kolkata,East,Consumer
C0166,Customer 0166,Female,19,Lucknow,North,Consumer
C0167,Customer 0167,Female,42,Chennai,South,Small Business
C0168,Customer 0168,Male,63,Ranchi,East,Corporate
C0169,Customer 0169,Male,47,Hyderabad,South,Small Business
C0170,Customer 0170,Male,43,Chennai,South,Small Business
C0171,Customer 0171,Male,64,Mysuru,South,Small Business
C0172,Customer 0172,Female,37,Lucknow,North,Corporate
C0173,Customer 0173,Female,65,Ahmedabad,West,Small Business
C0174,Customer 0174,Female,22,Ranchi,East,Consumer
C0175,Customer 0175,Female,20,Mysuru,South,Consumer
C0176,Customer 0176,Female,26,Bengaluru,South,Consumer
C0177,Customer 0177,Female,18,Gurugram,North,Corporate
C0178,Customer 0178,Male,50,Surat,West,Corporate
C0179,Customer 0179,Female,62,Mysuru,South,Small Business
C0180,Customer 0180,Male,29,Bengaluru,South,Corporate
C0181,Customer 0181,Female,58,Gurugram,North,Consumer
C0182,Customer 0182,Male,52,Kolkata,East,Consumer
C0183,Customer 0183,Female,52,Surat,West,Corporate
C0184,Customer 0184,Female,27,Ranchi,East,Small Business
C0185,Customer 0185,Male,53,Mysuru,South,Small Business
C0186,Customer 0186,Female,48,Bhubaneswar,East,Consumer
C0187,Customer 0187,Male,43,Kolkata,East,Consumer
C0188,Customer 0188,Male,64,Mumbai,West,Consumer
C0189,Customer 0189,Female,44,Noida,North,Corporate
C0190,Customer 0190,Male,24,Mysuru,South,Small Business
C0191,Customer 0191,Female,63,Lucknow,North,Small Business
C0192,Customer 0192,Female,47,Pune,West,Corporate
C0193,Customer 0193,Male,49,Gurugram,North,Small Business
C0194,Customer 0194,Female,58,Delhi,North,Small Business
C0195,Customer 0195,Male,31,Ahmedabad,West,Small Business
C0196,Customer 0196,Female,23,Patna,East,Consumer
C0197,Customer 0197,Female,19,Surat,West,Small Business
C0198,Customer 0198,Male,22,Bengaluru,South,Corporate
C0199,Customer 0199,Female,38,Mysuru,South,Consumer
C0200,Customer 0200,Male,33,Indore,Central,Corporate
C0201,Customer 0201,Male,42,Delhi,North,Small Business
C0202,Customer 0202,Female,44,Mysuru,South,Consumer
C0203,Customer 0203,Female,20,Pune,West,Small Business
C0204,Customer 0204,Male,55,Kochi,South,Small Business
C0205,Customer 0205,Male,49,Delhi,North,Small Business
C0206,Customer 0206,Female,24,Delhi,North,Corporate
C0207,Customer 0207,Male,50,Hyderabad,South,Small Business
C0208,Customer 0208,Male,29,Patna,East,Consumer
C0209,Customer 0209,Male,59,Surat,West,Small Business
C0210,Customer 0210,Male,18,Bhubaneswar,East,Small Business
C0211,Customer 0211,Female,61,Chandigarh,North,Consumer
C0212,Customer 0212,Male,25,Delhi,North,Consumer
C0213,Customer 0213,Female,65,Bhubaneswar,East,Small Business
C0214,Customer 0214,Male,31,Indore,Central,Small Business
C0215,Customer 0215,Male,50,Jaipur,North,Small Business
C0216,Customer 0216,Female,23,Indore,Central,Small Business
C0217,Customer 0217,Female,57,Bhubaneswar,East,Small Business
C0218,Customer 0218,Male,39,Ahmedabad,West,Consumer
C0219,Customer 0219,Male,51,Gurugram,North,Corporate
C0220,Customer 0220,Female,44,Bengaluru,South,Corporate
C0221,Customer 0221,Female,39,Noida,North,Consumer
C0222,Customer 0222,Female,20,Bhubaneswar,East,Consumer
C0223,Customer 0223,Male,22,Delhi,North,Small Business
C0224,Customer 0224,Female,53,Bengaluru,South,Corporate
C0225,Customer 0225,Male,21,Bengaluru,South,Corporate
C0226,Customer 0226,Male,28,Delhi,North,Small Business
C0227,Customer 0227,Female,37,Surat,West,Consumer
C0228,Customer 0228,Male,54,Pune,West,Consumer
C0229,Customer 0229,Female,46,Pune,West,Corporate
C0230,Customer 0230,Female,30,Bengaluru,South,Corporate
C0231,Customer 0231,Female,39,Patna,East,Consumer
C0232,Customer 0232,Female,43,Jaipur,North,Consumer
C0233,Customer 0233,Female,43,Ahmedabad,West,Small Business
C0234,Customer 0234,Female,39,Chandigarh,North,Small Business
C0235,Customer 0235,Male,40,Lucknow,North,Corporate
C0236,Customer 0236,Male,61,Kochi,South,Corporate
C0237,Customer 0237,Male,64,Gurugram,North,Consumer
C0238,Customer 0238,Male,22,Ranchi,East,Consumer
C0239,Customer 0239,Male,55,Hyderabad,South,Corporate
C0240,Customer 0240,Female,64,Ahmedabad,West,Corporate
C0241,Customer 0241,Male,58,Lucknow,North,Consumer
C0242,Customer 0242,Female,46,Ranchi,East,Consumer
C0243,Customer 0243,Male,32,Ranchi,East,Corporate
C0244,Customer 0244,Male,25,Surat,West,Consumer
C0245,Customer 0245,Female,34,Noida,North,Corporate
C0246,Customer 0246,Female,44,Chennai,South,Corporate
C0247,Customer 0247,Female,47,Chennai,South,Consumer
C0248,Customer 0248,Female,34,Jaipur,North,Corporate
C0249,Customer 0249,Male,43,Lucknow,North,Corporate
C0250,Customer 0250,Male,64,Bengaluru,South,Corporate
C0251,Customer 0251,Female,44,Bhubaneswar,East,Small Business
C0252,Customer 0252,Female,58,Gurugram,North,Corporate
C0253,Customer 0253,Female,30,Mysuru,South,Small Business
C0254,Customer 0254,Male,42,Jaipur,North,Small Business
C0255,Customer 0255,Male,19,Pune,West,Consumer
C0256,Customer 0256,Male,59,Noida,North,Small Business
C0257,Customer 0257,Male,21,Bhubaneswar,East,Consumer
C0258,Customer 0258,Male,41,Chennai,South,Consumer
C0259,Customer 0259,Male,21,Mysuru,South,Small Business
C0260,Customer 0260,Male,38,Ranchi,East,Small Business
C0261,Customer 0261,Female,37,Mysuru,South,Corporate
C0262,Customer 0262,Male,29,Mysuru,South,Corporate
C0263,Customer 0263,Male,42,Kochi,South,Corporate
C0264,Customer 0264,Female,21,Bengaluru,South,Small Business
C0265,Customer 0265,Female,38,Ahmedabad,West,Consumer
C0266,Customer 0266,Female,24,Kolkata,East,Small Business
C0267,Customer 0267,Male,62,Kolkata,East,Corporate
C0268,Customer 0268,Male,50,Mumbai,West,Consumer
C0269,Customer 0269,Female,40,Kolkata,East,Consumer
C0270,Customer 0270,Male,38,Mysuru,South,Small Business
C0271,Customer 0271,Female,63,Ranchi,East,Corporate
C0272,Customer 0272,Female,56,Jaipur,North,Small Business
C0273,Customer 0273,Male,42,Kochi,South,Corporate
C0274,Customer 0274,Male,33,Bhubaneswar,East,Consumer
C0275,Customer 0275,Female,19,Bhubaneswar,East,Corporate
C0276,Customer 0276,Male,62,Surat,West,Consumer
C0277,Customer 0277,Male,29,Mumbai,West,Small Business
C0278,Customer 0278,Male,48,Ranchi,East,Consumer
C0279,Customer 0279,Male,27,Lucknow,North,Corporate
C0280,Customer 0280,Female,52,Indore,Central,Corporate
C0281,Customer 0281,Male,30,Delhi,North,Consumer
C0282,Customer 0282,Female,58,Bhubaneswar,East,Corporate
C0283,Customer 0283,Female,37,Chennai,South,Small Business
C0284,Customer 0284,Female,47,Kolkata,East,Consumer
C0285,Customer 0285,Male,53,Mysuru,South,Corporate
C0286,Customer 0286,Male,62,Patna,East,Small Business
C0287,Customer 0287,Male,43,Mumbai,West,Small Business
C0288,Customer 0288,Female,35,Kochi,South,Corporate
C0289,Customer 0289,Female,32,Ahmedabad,West,Corporate
C0290,Customer 0290,Female,36,Gurugram,North,Corporate
C0291,Customer 0291,Male,58,Chennai,South,Corporate
C0292,Customer 0292,Male,19,Bengaluru,South,Corporate
C0293,Customer 0293,Female,48,Indore,Central,Corporate
C0294,Customer 0294,Male,18,Pune,West,Corporate
C0295,Customer 0295,Male,30,Mumbai,West,Consumer
C0296,Customer 0296,Female,51,Hyderabad,South,Corporate
C0297,Customer 0297,Male,24,Ahmedabad,West,Corporate
C0298,Customer 0298,Male,37,Chennai,South,Consumer
C0299,Customer 0299,Female,43,Lucknow,North,Corporate
C0300,Customer 0300,Female,56,Mysuru,South,Corporate
C0301,Customer 0301,Male,65,Patna,East,Small Business
C0302,Customer 0302,Female,42,Kochi,South,Small Business
C0303,Customer 0303,Female,47,Chandigarh,North,Small Business
C0304,Customer 0304,Female,21,Surat,West,Consumer
C0305,Customer 0305,Female,56,Bengaluru,South,Corporate
C0306,Customer 0306,Female,64,Hyderabad,South,Corporate
C0307,Customer 0307,Female,23,Ahmedabad,West,Small Business
C0308,Customer 0308,Male,57,Lucknow,North,Small Business
C0309,Customer 0309,Female,48,Indore,Central,Corporate
C0310,Customer 0310,Male,32,Delhi,North,Consumer
C0311,Customer 0311,Female,64,Bengaluru,South,Corporate
C0312,Customer 0312,Female,59,Patna,East,Corporate
C0313,Customer 0313,Female,29,Mumbai,West,Corporate
C0314,Customer 0314,Female,49,Noida,North,Consumer
C0315,Customer 0315,Female,43,Jaipur,North,Small Business
C0316,Customer 0316,Female,39,Chandigarh,North,Small Business
C0317,Customer 0317,Male,20,Jaipur,North,Corporate
C0318,Customer 0318,Male,35,Indore,Central,Consumer
C0319,Customer 0319,Female,54,Ranchi,East,Small Business
C0320,Customer 0320,Female,18,Kochi,South,Small Business
C0321,Customer 0321,Female,36,Mysuru,South,Small Business
C0322,Customer 0322,Male,61,Pune,West,Consumer
C0323,Customer 0323,Female,29,Gurugram,North,Small Business
C0324,Customer 0324,Male,63,Ahmedabad,West,Corporate
C0325,Customer 0325,Female,43,Chandigarh,North,Consumer
C0326,Customer 0326,Male,51,Kolkata,East,Small Business
C0327,Customer 0327,Female,30,Hyderabad,South,Consumer
C0328,Customer 0328,Female,43,Ahmedabad,West,Corporate
C0329,Customer 0329,Female,61,Kolkata,East,Consumer
C0330,Customer 0330,Female,39,Mysuru,South,Corporate
C0331,Customer 0331,Male,44,Gurugram,North,Small Business
C0332,Customer 0332,Male,50,Patna,East,Consumer
C0333,Customer 0333,Male,39,Kochi,South,Small Business
C0334,Customer 0334,Female,43,Ahmedabad,West,Small Business
C0335,Customer 0335,Male,55,Hyderabad,South,Corporate
C0336,Customer 0336,Male,23,Bengaluru,South,Corporate
C0337,Customer 0337,Female,59,Lucknow,North,Small Business
C0338,Customer 0338,Female,20,Mysuru,South,Corporate
C0339,Customer 0339,Female,28,Surat,West,Corporate
C0340,Customer 0340,Male,22,Mumbai,West,Corporate
C0341,Customer 0341,Male,34,Noida,North,Consumer
C0342,Customer 0342,Male,32,Chennai,South,Corporate
C0343,Customer 0343,Female,60,Indore,Central,Corporate
C0344,Customer 0344,Male,60,Ahmedabad,West,Small Business
C0345,Customer 0345,Female,42,Indore,Central,Corporate
C0346,Customer 0346,Male,34,Indore,Central,Small Business
C0347,Customer 0347,Male,44,Pune,West,Consumer
C0348,Customer 0348,Female,32,Patna,East,Corporate
C0349,Customer 0349,Female,28,Indore,Central,Corporate
C0350,Customer 0350,Female,19,Hyderabad,South,Consumer
C0351,Customer 0351,Male,32,Patna,East,Consumer
C0352,Customer 0352,Male,34,Lucknow,North,Small Business
C0353,Customer 0353,Male,20,Delhi,North,Corporate
C0354,Customer 0354,Female,46,Chandigarh,North,Small Business
C0355,Customer 0355,Male,59,Hyderabad,South,Corporate
C0356,Customer 0356,Female,46,Ranchi,East,Small Business
C0357,Customer 0357,Female,50,Chandigarh,North,Small Business
C0358,Customer 0358,Female,40,Chandigarh,North,Consumer
C0359,Customer 0359,Female,33,Lucknow,North,Consumer
C0360,Customer 0360,Female,33,Ahmedabad,West,Small Business
C0361,Customer 0361,Female,62,Kolkata,East,Corporate
C0362,Customer 0362,Male,63,Gurugram,North,Small Business
C0363,Customer 0363,Male,32,Mysuru,South,Consumer
C0364,Customer 0364,Male,45,Noida,North,Consumer
C0365,Customer 0365,Male,30,Indore,Central,Corporate
C0366,Customer 0366,Male,20,Kolkata,East,Consumer
C0367,Customer 0367,Male,48,Patna,East,Corporate
C0368,Customer 0368,Male,61,Kolkata,East,Small Business
C0369,Customer 0369,Male,64,Ahmedabad,West,Consumer
C0370,Customer 0370,Male,29,Surat,West,Corporate
C0371,Customer 0371,Male,31,Lucknow,North,Consumer
C0372,Customer 0372,Female,25,Ahmedabad,West,Consumer
C0373,Customer 0373,Female,31,Gurugram,North,Corporate
C0374,Customer 0374,Male,37,Delhi,North,Corporate
C0375,Customer 0375,Female,40,Chennai,South,Small Business
C0376,Customer 0376,Male,28,Bengaluru,South,Consumer
C0377,Customer 0377,Male,61,Chennai,South,Corporate
C0378,Customer 0378,Female,34,Patna,East,Consumer
C0379,Customer 0379,Male,29,Mysuru,South,Small Business
C0380,Customer 0380,Male,41,Surat,West,Corporate
C0381,Customer 0381,Female,27,Patna,East,Consumer
C0382,Customer 0382,Male,33,Hyderabad,South,Consumer
C0383,Customer 0383,Female,22,Delhi,North,Consumer
C0384,Customer 0384,Male,57,Ranchi,East,Consumer
C0385,Customer 0385,Male,51,Lucknow,North,Corporate
C0386,Customer 0386,Male,22,Surat,West,Corporate
C0387,Customer 0387,Female,50,Jaipur,North,Small Business
C0388,Customer 0388,Male,31,Surat,West,Small Business
C0389,Customer 0389,Female,39,Bengaluru,South,Consumer
C0390,Customer 0390,Female,65,Patna,East,Small Business
C0391,Customer 0391,Male,29,Chandigarh,North,Small Business
C0392,Customer 0392,Male,64,Chennai,South,Corporate
C0393,Customer 0393,Female,21,Ranchi,East,Corporate
C0394,Customer 0394,Female,25,Mysuru,South,Consumer
C0395,Customer 0395,Female,23,Bengaluru,South,Corporate
C0396,Customer 0396,Male,42,Chandigarh,North,Corporate
C0397,Customer 0397,Male,57,Hyderabad,South,Consumer
C0398,Customer 0398,Male,53,Patna,East,Corporate
C0399,Customer 0399,Male,51,Pune,West,Consumer
C0400,Customer 0400,Female,58,Kochi,South,Small Business
C0401,Customer 0401,Female,57,Mumbai,West,Consumer
C0402,Customer 0402,Female,25,Gurugram,North,Corporate
C0403,Customer 0403,Male,55,Jaipur,North,Consumer
C0404,Customer 0404,Female,20,Kochi,South,Consumer
C0405,Customer 0405,Female,23,Kolkata,East,Small Business
C0406,Customer 0406,Male,62,Chandigarh,North,Consumer
C0407,Customer 0407,Female,45,Chennai,South,Corporate
C0408,Customer 0408,Male,45,Pune,West,Small Business
C0409,Customer 0409,Female,37,Noida,North,Corporate
C0410,Customer 0410,Female,26,Lucknow,North,Consumer
C0411,Customer 0411,Male,39,Mysuru,South,Corporate
C0412,Customer 0412,Male,34,Gurugram,North,Corporate
C0413,Customer 0413,Female,27,Indore,Central,Consumer
C0414,Customer 0414,Female,25,Noida,North,Consumer
C0415,Customer 0415,Female,58,Bhubaneswar,East,Consumer
C0416,Customer 0416,Female,26,Hyderabad,South,Corporate
C0417,Customer 0417,Male,54,Bengaluru,South,Small Business
C0418,Customer 0418,Female,54,Bengaluru,South,Corporate
C0419,Customer 0419,Female,52,Chandigarh,North,Small Business
C0420,Customer 0420,Male,62,Gurugram,North,Corporate
C0421,Customer 0421,Male,19,Ranchi,East,Small Business
C0422,Customer 0422,Female,38,Pune,West,Corporate
C0423,Customer 0423,Male,55,Ranchi,East,Small Business
C0424,Customer 0424,Male,25,Kochi,South,Small Business
C0425,Customer 0425,Male,35,Surat,West,Small Business
C0426,Customer 0426,Male,50,Chandigarh,North,Consumer
C0427,Customer 0427,Female,65,Ranchi,East,Small Business
C0428,Customer 0428,Male,34,Jaipur,North,Corporate
C0429,Customer 0429,Female,48,Patna,East,Small Business
C0430,Customer 0430,Male,37,Hyderabad,South,Corporate
C0431,Customer 0431,Female,49,Noida,North,Small Business
C0432,Customer 0432,Female,63,Bengaluru,South,Corporate
C0433,Customer 0433,Male,55,Ahmedabad,West,Small Business
C0434,Customer 0434,Female,59,Kochi,South,Small Business
C0435,Customer 0435,Male,18,Bengaluru,South,Consumer
C0436,Customer 0436,Female,39,Ahmedabad,West,Consumer
C0437,Customer 0437,Female,65,Jaipur,North,Corporate
C0438,Customer 0438,Female,62,Bhubaneswar,East,Small Business
C0439,Customer 0439,Male,48,Hyderabad,South,Consumer
C0440,Customer 0440,Female,45,Mumbai,West,Corporate
C0441,Customer 0441,Male,18,Pune,West,Corporate
C0442,Customer 0442,Female,42,Chennai,South,Corporate
C0443,Customer 0443,Male,34,Noida,North,Corporate
C0444,Customer 0444,Male,54,Pune,West,Consumer
C0445,Customer 0445,Male,32,Mumbai,West,Small Business
C0446,Customer 0446,Male,19,Delhi,North,Small Business
C0447,Customer 0447,Male,27,Mysuru,South,Consumer
C0448,Customer 0448,Female,46,Surat,West,Small Business
C0449,Customer 0449,Male,40,Mumbai,West,Consumer
C0450,Customer 0450,Male,40,Indore,Central,Corporate
C0451,Customer 0451,Male,39,Noida,North,Consumer
C0452,Customer 0452,Male,18,Gurugram,North,Corporate
C0453,Customer 0453,Female,29,Noida,North,Corporate
C0454,Customer 0454,Male,60,Kochi,South,Consumer
C0455,Customer 0455,Male,24,Jaipur,North,Consumer
C0456,Customer 0456,Female,32,Mumbai,West,Small Business
C0457,Customer 0457,Female,23,Kolkata,East,Small Business
C0458,Customer 0458,Female,35,Hyderabad,South,Small Business
C0459,Customer 0459,Male,37,Chennai,South,Consumer
C0460,Customer 0460,Male,28,Ranchi,East,Corporate
C0461,Customer 0461,Male,57,Ahmedabad,West,Small Business
C0462,Customer 0462,Female,37,Mysuru,South,Corporate
C0463,Customer 0463,Male,21,Bengaluru,South,Consumer
C0464,Customer 0464,Male,23,Surat,West,Small Business
C0465,Customer 0465,Female,43,Pune,West,Small Business
C0466,Customer 0466,Male,58,Mysuru,South,Corporate
C0467,Customer 0467,Male,23,Bhubaneswar,East,Small Business
C0468,Customer 0468,Female,20,Delhi,North,Consumer
C0469,Customer 0469,Female,37,Hyderabad,South,Consumer
C0470,Customer 0470,Female,52,Jaipur,North,Consumer
C0471,Customer 0471,Male,26,Pune,West,Small Business
C0472,Customer 0472,Male,49,Hyderabad,South,Corporate
C0473,Customer 0473,Male,26,Noida,North,Consumer
C0474,Customer 0474,Female,24,Patna,East,Small Business
C0475,Customer 0475,Female,53,Chennai,South,Corporate
C0476,Customer 0476,Female,52,Bengaluru,South,Consumer
C0477,Customer 0477,Male,32,Mumbai,West,Consumer
C0478,Customer 0478,Female,21,Delhi,North,Small Business
C0479,Customer 0479,Female,33,Delhi,North,Corporate
C0480,Customer 0480,Male,39,Chandigarh,North,Corporate
C0481,Customer 0481,Female,57,Pune,West,Corporate
C0482,Customer 0482,Male,35,Pune,West,Consumer
